1	0.113335	0.1149	0.0136198
2	0.113316	0.1136	0.00249956
3	0.113284	0.11333	0.0004028
4	0.11324	0.1132	0.000353431
5	0.113183	0.1131	0.000734387
6	0.113114	0.11301	0.000916291
7	0.113032	0.11292	0.00098776
8	0.112937	0.11282	0.00103785
9	0.11283	0.11271	0.0010672
10	0.112711	0.11258	0.00116547
11	0.11258	0.11245	0.00115571
12	0.112437	0.1123	0.00121679
13	0.112281	0.11215	0.00117151
14	0.112114	0.11198	0.00119936
15	0.111936	0.1118	0.00121234
16	0.111745	0.11161	0.00121171
17	0.111544	0.11141	0.0011988
18	0.111331	0.1112	0.00117501
19	0.111107	0.11097	0.00123206
20	0.110872	0.11074	0.00119129
21	0.110626	0.11049	0.00123502
22	0.110371	0.11024	0.00118399
23	0.110104	0.10997	0.00122149
24	0.109828	0.1097	0.00116761
25	0.109542	0.10941	0.00120669
26	0.109246	0.10912	0.00115807
27	0.108941	0.10881	0.00120723
28	0.108627	0.1085	0.0011727
29	0.108304	0.10818	0.0011486
30	0.107973	0.10785	0.00113739
31	0.107633	0.10751	0.00114161
32	0.107285	0.10716	0.0011639
33	0.106929	0.10681	0.00111325
34	0.106566	0.10645	0.00108555
35	0.106195	0.10608	0.00108365
36	0.105817	0.1057	0.00111051
37	0.105433	0.10532	0.00107408
38	0.105042	0.10493	0.00107181
39	0.104646	0.10453	0.00110686
40	0.104243	0.10413	0.0010863
41	0.103835	0.10372	0.00110883
42	0.103422	0.10331	0.00108087
43	0.103003	0.1029	0.00100466
44	0.10258	0.10247	0.00107782
45	0.102153	0.10205	0.00101075
46	0.101722	0.10162	0.00100155
47	0.101287	0.10118	0.00105379
48	0.100848	0.10075	0.000972347
49	0.100406	0.10031	0.000957854
50	0.0999613	0.09986	0.00101396
51	0.0995137	0.09942	0.000942969
52	0.0990638	0.09897	0.000948145
53	0.0986118	0.09852	0.000931579
54	0.0981578	0.09807	0.000895577
55	0.0977022	0.09761	0.00094496
56	0.0972452	0.09716	0.000877382
57	0.0967871	0.0967	0.000900632
58	0.096328	0.09624	0.000914369
59	0.0958682	0.09578	0.000920744
60	0.0954079	0.09533	0.000816864
61	0.0949472	0.09487	0.000814258
62	0.0944865	0.09441	0.000810424
63	0.0940258	0.09395	0.000807284
64	0.0935654	0.09349	0.000806689
65	0.0931054	0.09303	0.000810417
66	0.0926459	0.09257	0.000820163
67	0.0921871	0.09211	0.000837537
68	0.0917292	0.09166	0.000754866
69	0.0912722	0.0912	0.000791405
70	0.0908162	0.09075	0.000729549
71	0.0903614	0.09029	0.000790521
72	0.0899078	0.08984	0.000754301
73	0.0894554	0.08939	0.000732155
74	0.0890045	0.08894	0.000724942
75	0.0885549	0.08849	0.000733404
76	0.0881067	0.08804	0.00075816
77	0.08766	0.0876	0.000685454
78	0.0872148	0.08715	0.000743547
79	0.086771	0.08671	0.000703592
80	0.0863287	0.08627	0.000679913
81	0.0858877	0.08583	0.000672452
82	0.0854482	0.08539	0.000681016
83	0.0850099	0.08495	0.000705277
84	0.0845729	0.08452	0.000626368
85	0.0841372	0.08408	0.000679868
86	0.0837025	0.08365	0.000627624
87	0.0832689	0.08321	0.000707395
88	0.0828361	0.08278	0.000678282
89	0.0824042	0.08235	0.000658767
90.001	0.0819726	0.08192	0.000642311
91	0.0815424	0.08149	0.000643292
92	0.0811122	0.08106	0.000644408
93	0.0806824	0.08063	0.000649284
94	0.0802526	0.0802	0.000656174
95	0.0798229	0.07977	0.000663229
96	0.079393	0.07934	0.000668503
97	0.0789629	0.07891	0.000669959
98	0.0785322	0.07848	0.000665477
99	0.078101	0.07805	0.000652861
100	0.0776689	0.07762	0.00062985
101	0.0772359	0.07718	0.000723769
102	0.0768017	0.07675	0.000673684
103	0.0763663	0.07631	0.000737246
104	0.0759294	0.07588	0.000650511
105	0.0754909	0.07544	0.000674063
106	0.0750506	0.075	0.000674351
107	0.0746084	0.07455	0.000783183
108	0.0741641	0.07411	0.000730507
109	0.0737177	0.07366	0.000783257
110	0.0732689	0.07321	0.000804921
111	0.0728177	0.07276	0.000793282
112	0.072364	0.07231	0.000746204
113	0.0719075	0.07185	0.000800922
114	0.0714484	0.07139	0.000818003
115	0.0709864	0.07093	0.000795674
116	0.0705216	0.07047	0.000732313
117	0.0700539	0.07	0.00076941
118	0.0695832	0.06953	0.000764639
119	0.0691095	0.06905	0.000861879
120	0.0686329	0.06858	0.000771434
121	0.0681534	0.0681	0.000783613
122	0.0676709	0.06761	0.000901211
123	0.0671857	0.06713	0.000829227
124	0.0666976	0.06664	0.000865095
125	0.066207	0.06615	0.000861438
126	0.0657138	0.06566	0.000819237
127	0.0652182	0.06516	0.000893423
128	0.0647204	0.06466	0.000934485
129	0.0642206	0.06416	0.000944597
130	0.063719	0.06366	0.00092636
131	0.0632158	0.06316	0.000882822
132	0.0627112	0.06265	0.000977243
133	0.0622056	0.06215	0.0008954
134	0.0616993	0.06164	0.000962649
