1	0.0175682	-0.09664	1.18179
2	0.0351714	-0.02339	2.50369
3	0.0528433	0.01302	3.05862
4	0.0706147	0.04011	0.760526
5	0.0885124	0.0636	0.391705
6	0.106558	0.08544	0.247163
7	0.124765	0.10645	0.172051
8	0.14314	0.12706	0.126558
9	0.161682	0.14747	0.0963715
10	0.180377	0.16778	0.0750781
11	0.199201	0.18803	0.0594121
12	0.218122	0.20821	0.0476039
13	0.237092	0.2283	0.0385121
14	0.256057	0.24823	0.0315332
15	0.274951	0.26795	0.0261298
16	0.2937	0.28739	0.0219575
17	0.312224	0.30647	0.0187741
18	0.330437	0.32512	0.016353
19	0.348253	0.34328	0.0144865
20	0.365587	0.36088	0.0130429
21	0.382357	0.37788	0.0118473
22	0.398487	0.39422	0.0108246
23	0.413911	0.40986	0.00988442
24	0.428572	0.42478	0.00892758
25	0.442426	0.43894	0.0079408
26	0.455439	0.45233	0.00687233
27	0.467591	0.46492	0.0057455
28	0.478875	0.47673	0.00449953
29	0.489292	0.48772	0.00322404
30	0.498855	0.49792	0.00187725
31	0.507581	0.5073	0.000553266
32	0.515494	0.51588	0.000747553
33	0.522623	0.52367	0.00199908
34	0.528996	0.53065	0.0031174
35	0.53464	0.53685	0.00411579
36	0.539583	0.54226	0.00493603
37	0.543847	0.5469	0.00558162
38	0.547451	0.55076	0.00600819
39	0.550407	0.55385	0.00621602
40	0.552724	0.55619	0.00623126
41	0.554404	0.55777	0.00603452
42	0.555444	0.55861	0.00566788
43	0.555836	0.5587	0.00512705
44	0.555567	0.55806	0.00446719
45	0.554623	0.55668	0.00369478
46	0.552987	0.55459	0.00289101
47	0.550639	0.55177	0.00204909
48	0.547564	0.54825	0.00125188
49	0.543744	0.54403	0.000526231
50	0.539167	0.53911	0.000105445
51	0.533825	0.5335	0.000608501
52	0.527714	0.52723	0.000917928
53	0.520838	0.52029	0.00105283
54	0.513206	0.5127	0.00098624
55	0.504834	0.50447	0.000721438
56	0.495746	0.49562	0.000253799
57	0.485971	0.48616	0.000389515
58	0.475544	0.47612	0.00121059
59	0.464505	0.46551	0.00215972
60	0.452897	0.45436	0.00321931
61	0.440768	0.44267	0.00429748
62	0.428163	0.43049	0.00540534
63	0.415131	0.41783	0.0064597
64	0.401718	0.40472	0.00741835
65	0.387968	0.3912	0.00826303
66	0.373922	0.37728	0.00890034
67	0.35962	0.363	0.00931231
68	0.345095	0.3484	0.00948679
69	0.330379	0.33351	0.00938923
70	0.315499	0.31837	0.0090192
71	0.300479	0.303	0.00831947
72	0.285343	0.28746	0.00736579
73	0.270109	0.27178	0.00614717
74	0.254799	0.25601	0.00473022
75	0.239432	0.24018	0.00311557
76	0.224029	0.22433	0.00134352
77	0.208613	0.20852	0.00044666
78	0.193212	0.19279	0.00218745
79	0.177854	0.17717	0.00386333
80	0.162576	0.16171	0.00535298
81	0.147414	0.14646	0.00651191
82	0.132411	0.13145	0.00731393
83	0.117615	0.11674	0.00749452
84	0.103073	0.10234	0.0071644
85	0.0888369	0.08831	0.0059663
86	0.0749567	0.07467	0.00384009
87	0.0614822	0.06145	0.000524397
88	0.0484598	0.04869	0.00472689
89	0.0359316	0.03641	0.013138
90.001	0.0239221	0.02462	0.0283475
91	0.0124956	0.01334	0.0633001
92	0.00163849	0.00259	0.367378
93	-0.00862402	-0.00763	0.130277
94	-0.0182866	-0.01731	0.0564201
95	-0.0273518	-0.02645	0.0340947
96	-0.0358291	-0.03505	0.0222282
97	-0.0437343	-0.04312	0.0142462
98	-0.0510883	-0.05067	0.0082562
99	-0.0579162	-0.05771	0.00357274
100	-0.0642456	-0.06424	8.72873e-05
101	-0.0701061	-0.0703	0.00275801
102	-0.0755279	-0.07589	0.00477188
103	-0.0805408	-0.08103	0.00603762
104	-0.0851737	-0.08574	0.00660456
105	-0.089454	-0.09005	0.00661902
106	-0.0934066	-0.09397	0.00599576
107	-0.0970543	-0.09752	0.00477582
108	-0.100417	-0.10074	0.00320565
109	-0.103512	-0.10363	0.00113513
110	-0.106355	-0.10621	0.00136484
111	-0.108957	-0.10852	0.00402869
112	-0.111329	-0.11057	0.00686654
113	-0.113479	-0.11237	0.00987249
114	-0.115414	-0.11395	0.0128512
115	-0.11714	-0.11533	0.0156939
116	-0.118661	-0.11651	0.0184625
117	-0.119982	-0.11752	0.0209524
118	-0.121108	-0.11837	0.0231348
119	-0.122045	-0.11908	0.0248955
120	-0.122796	-0.11966	0.0262107
121	-0.123371	-0.12011	0.0271462
122	-0.123775	-0.12046	0.0275168
123	-0.124018	-0.12071	0.0274005
124	-0.124109	-0.12087	0.0267958
125	-0.124059	-0.12095	0.0257076
126	-0.123881	-0.12096	0.0241459
127	-0.123585	-0.12089	0.0222942
128	-0.123185	-0.12077	0.0200004
129	-0.122695	-0.1206	0.0173675
130	-0.122125	-0.12037	0.0145818
131	-0.12149	-0.12009	0.0116582
132	-0.120801	-0.11976	0.0086916
133	-0.120069	-0.11939	0.00568584
134	-0.119304	-0.11897	0.0028048
135	-0.118514	-0.11851	3.32952e-05
136	-0.117706	-0.118	0.00248782
137	-0.116886	-0.11744	0.00471628
138	-0.116056	-0.11682	0.00654122
139	-0.115216	-0.11615	0.00803959
140	-0.114365	-0.11541	0.00905275
141	-0.113498	-0.11461	0.00969976
142	-0.112608	-0.11372	0.00977796
143	-0.111684	-0.11276	0.00954128
144	-0.110713	-0.1117	0.00883367
145	-0.109679	-0.11053	0.0076958
146	-0.108564	-0.10925	0.00628284
147	-0.107345	-0.10784	0.00459278
