# Tlab    np 1S0    np 3S1     np E1    np 1P1    np 3P1    np 3P0    np 3P2     np E2    np 3D1  np 3F2 
  239      35.5334      52.1289     0.457627     -10.5762     -23.7793      43.8515      4.31126     -4.46706     -32.2466      1.33194
  240      35.4266      51.9429     0.483236      -10.556     -23.8122      43.7321      4.30841     -4.46503     -32.3569      1.33256
  241      35.3197      51.7572     0.508812     -10.5355     -23.8445      43.6123      4.30543     -4.46286     -32.4668      1.33312
  242      35.2126      51.5717     0.534354     -10.5148     -23.8764      43.4922      4.30231     -4.46055     -32.5762      1.33365
  243      35.1054      51.3866     0.559861     -10.4939     -23.9077      43.3717      4.29907      -4.4581     -32.6852      1.33413
  244      34.9981      51.2017     0.585334     -10.4728     -23.9384      43.2508       4.2957     -4.45552     -32.7939      1.33456
  245      34.8906      51.0172     0.610772     -10.4515     -23.9686      43.1296      4.29219      -4.4528      -32.902      1.33495
  246      34.7829      50.8329     0.636174       -10.43     -23.9983       43.008      4.28856     -4.44995     -33.0098      1.33529
  247      34.6752      50.6488      0.66154     -10.4083     -24.0274      42.8861       4.2848     -4.44696     -33.1171       1.3356
  248      34.5673      50.4651     0.686869     -10.3864      -24.056      42.7638      4.28092     -4.44383      -33.224      1.33585
  249      34.4593      50.2816      0.71216     -10.3643      -24.084      42.6412       4.2769     -4.44057     -33.3304      1.33607
  250      34.3511      50.0984     0.737414     -10.3419     -24.1115      42.5183      4.27277     -4.43718     -33.4364      1.33624
  251      34.2428      49.9154      0.76263     -10.3194     -24.1384       42.395       4.2685     -4.43366     -33.5419      1.33636
  252      34.1344      49.7327     0.787807     -10.2966     -24.1647      42.2715      4.26411        -4.43     -33.6469      1.33645
  253      34.0259      49.5503     0.812945     -10.2737     -24.1904      42.1476       4.2596     -4.42621     -33.7515      1.33649
  254      33.9172      49.3681     0.838043     -10.2506     -24.2156      42.0234      4.25497     -4.42228     -33.8556      1.33648
  255      33.8084      49.1862     0.863102     -10.2272     -24.2402      41.8989      4.25021     -4.41823     -33.9593      1.33644
  256      33.6995      49.0045     0.888119     -10.2037     -24.2643      41.7741      4.24533     -4.41405     -34.0624      1.33635
  257      33.5905      48.8231     0.913095       -10.18     -24.2877       41.649      4.24033     -4.40973     -34.1651      1.33622
  258      33.4814      48.6419      0.93803      -10.156     -24.3106      41.5236      4.23521     -4.40529     -34.2673      1.33604
  259      33.3721       48.461     0.962923     -10.1319     -24.3329      41.3979      4.22997     -4.40072      -34.369      1.33583
  260      33.2627      48.2803     0.987773     -10.1076     -24.3546       41.272      4.22461     -4.39602     -34.4701      1.33557
  261      33.1533      48.0999      1.01258     -10.0831     -24.3757      41.1458      4.21914     -4.39119     -34.5708      1.33527
  262      33.0437      47.9197      1.03734     -10.0583     -24.3962      41.0193      4.21354     -4.38623      -34.671      1.33493
  263       32.934      47.7397      1.06206     -10.0334      -24.416      40.8925      4.20783     -4.38115     -34.7706      1.33454
  264      32.8242        47.56      1.08674     -10.0084     -24.4353      40.7655      4.20201     -4.37594     -34.8697      1.33412
  265      32.7143      47.3805      1.11137     -9.98307      -24.454      40.6382      4.19607     -4.37061     -34.9683      1.33365
  266      32.6043      47.2013      1.13595      -9.9576     -24.4721      40.5107      4.19001     -4.36515     -35.0664      1.33314
  267      32.4942      47.0223      1.16049     -9.93195     -24.4895      40.3829      4.18384     -4.35957     -35.1639      1.33259
  268       32.384      46.8435      1.18499      -9.9061     -24.5063      40.2549      4.17756     -4.35387     -35.2608        1.332
  269      32.2737      46.6649      1.20943     -9.88007     -24.5225      40.1267      4.17116     -4.34804     -35.3573      1.33137
  270      32.1634      46.4866      1.23383     -9.85385     -24.5381      39.9982      4.16466     -4.34209     -35.4531       1.3307
  271      32.0529      46.3085      1.25818     -9.82746     -24.5531      39.8695      4.15804     -4.33601     -35.5484      1.32999
  272      31.9423      46.1307      1.28249     -9.80088     -24.5674      39.7405      4.15131     -4.32982     -35.6431      1.32924
  273      31.8317       45.953      1.30674     -9.77411      -24.581      39.6114      4.14448     -4.32351     -35.7373      1.32845
  274      31.7209      45.7756      1.33095     -9.74717     -24.5941       39.482      4.13753     -4.31707     -35.8308      1.32762
  275      31.6101      45.5984       1.3551     -9.72005     -24.6065      39.3524      4.13048     -4.31052     -35.9238      1.32675
  276      31.4992      45.4215      1.37921     -9.69275     -24.6182      39.2226      4.12332     -4.30385     -36.0162      1.32583
  277      31.3882      45.2447      1.40326     -9.66528     -24.6293      39.0926      4.11606     -4.29706     -36.1079      1.32488
  278      31.2771      45.0682      1.42727     -9.63763     -24.6397      38.9624      4.10869     -4.29016     -36.1991      1.32389
  279       31.166      44.8919      1.45122      -9.6098     -24.6495      38.8319      4.10121     -4.28313     -36.2896      1.32287
  280      31.0548      44.7158      1.47512     -9.58181     -24.6586      38.7013      4.09363       -4.276     -36.3796       1.3218
  281      30.9435        44.54      1.49897     -9.55364     -24.6671      38.5706      4.08595     -4.26874     -36.4689      1.32069
  282      30.8321      44.3643      1.52277      -9.5253     -24.6749      38.4396      4.07816     -4.26137     -36.5575      1.31955
  283      30.7207      44.1889      1.54651     -9.49679      -24.682      38.3084      4.07027     -4.25389     -36.6456      1.31836
  284      30.6092      44.0137       1.5702     -9.46811     -24.6884      38.1771      4.06228      -4.2463     -36.7329      1.31714
  285      30.4976      43.8387      1.59383     -9.43927     -24.6942      38.0456      4.05419     -4.23859     -36.8197      1.31588
  286       30.386      43.6639      1.61741     -9.41026     -24.6993      37.9139        4.046     -4.23077     -36.9057      1.31459
  287      30.2743      43.4893      1.64094     -9.38109     -24.7037      37.7821      4.03772     -4.22284     -36.9911      1.31325
  288      30.1626      43.3149      1.66441     -9.35175     -24.7074      37.6501      4.02933      -4.2148     -37.0758      1.31188
  289      30.0508      43.1408      1.68782     -9.32226     -24.7104       37.518      4.02085     -4.20665     -37.1599      1.31047
  290      29.9389      42.9668      1.71118      -9.2926     -24.7127      37.3857      4.01227     -4.19839     -37.2432      1.30902
  291       29.827      42.7931      1.73448     -9.26279     -24.7143      37.2532      4.00359     -4.19002     -37.3258      1.30754
  292       29.715      42.6196      1.75772     -9.23281     -24.7153      37.1206      3.99482     -4.18155     -37.4078      1.30602
  293       29.603      42.4462       1.7809     -9.20269     -24.7155      36.9879      3.98596     -4.17296      -37.489      1.30446
  294      29.4909      42.2731      1.80402      -9.1724      -24.715       36.855        3.977     -4.16428     -37.5695      1.30287
  295      29.3788      42.1002      1.82709     -9.14197     -24.7138       36.722      3.96795     -4.15548     -37.6493      1.30124
  296      29.2667      41.9276      1.85009     -9.11138     -24.7119      36.5888      3.95881     -4.14659     -37.7284      1.29957
  297      29.1545      41.7551      1.87304     -9.08065     -24.7092      36.4556      3.94958     -4.13758     -37.8067      1.29787
  298      29.0423      41.5828      1.89592     -9.04976     -24.7059      36.3222      3.94025     -4.12848     -37.8842      1.29614
  299        28.93      41.4107      1.91875     -9.01873     -24.7018      36.1887      3.93084     -4.11927      -37.961      1.29436
  300      28.8177      41.2389      1.94151     -8.98755      -24.697       36.055      3.92134     -4.10996     -38.0371      1.29256
  301      28.7054      41.0672      1.96421     -8.95623     -24.6915      35.9213      3.91175     -4.10055     -38.1123      1.29071
  302       28.593      40.8958      1.98684     -8.92477     -24.6852      35.7875      3.90207     -4.09104     -38.1868      1.28884
  303      28.4806      40.7245      2.00941     -8.89316     -24.6783      35.6535      3.89231     -4.08143     -38.2605      1.28692
  304      28.3682      40.5535      2.03192     -8.86142     -24.6705      35.5195      3.88246     -4.07173     -38.3334      1.28498
  305      28.2557      40.3827      2.05436     -8.82954     -24.6621      35.3853      3.87253     -4.06192     -38.4055        1.283
  306      28.1433      40.2121      2.07674     -8.79752     -24.6528      35.2511      3.86251     -4.05202     -38.4767      1.28098
  307      28.0308      40.0416      2.09905     -8.76537     -24.6429      35.1167      3.85241     -4.04202     -38.5472      1.27893
  308      27.9183      39.8714       2.1213     -8.73308     -24.6322      34.9823      3.84223     -4.03192     -38.6168      1.27685
  309      27.8057      39.7014      2.14348     -8.70067     -24.6207      34.8478      3.83197     -4.02174     -38.6856      1.27473
  310      27.6932      39.5316      2.16559     -8.66812     -24.6085      34.7132      3.82162     -4.01145     -38.7535      1.27258
  311      27.5806       39.362      2.18763     -8.63544     -24.5955      34.5786       3.8112     -4.00108     -38.8206       1.2704
  312      27.4681      39.1926      2.20961     -8.60264     -24.5818      34.4438      3.80069     -3.99061     -38.8868      1.26819
  313      27.3555      39.0235      2.23151     -8.56972     -24.5673       34.309      3.79011     -3.98005     -38.9521      1.26594
  314      27.2429      38.8545      2.25335     -8.53667      -24.552      34.1741      3.77945      -3.9694     -39.0166      1.26366
  315      27.1303      38.6857      2.27511      -8.5035      -24.536      34.0392      3.76871     -3.95866     -39.0801      1.26134
  316      27.0178      38.5172      2.29681     -8.47021     -24.5192      33.9042       3.7579     -3.94783     -39.1428        1.259
  317      26.9052      38.3488      2.31843      -8.4368     -24.5017      33.7692      3.74701     -3.93691     -39.2046      1.25662
  318      26.7926      38.1807      2.33998     -8.40328     -24.4833      33.6341      3.73605     -3.92591     -39.2654      1.25421
  319        26.68      38.0127      2.36145     -8.36964     -24.4642      33.4989      3.72501     -3.91482     -39.3253      1.25177
  320      26.5674       37.845      2.38285     -8.33589     -24.4443      33.3637       3.7139     -3.90364     -39.3843       1.2493
  321      26.4549      37.6775      2.40418     -8.30203     -24.4237      33.2285      3.70272     -3.89238     -39.4423       1.2468
  322      26.3423      37.5101      2.42543     -8.26806     -24.4022      33.0932      3.69147     -3.88103     -39.4994      1.24427
  323      26.2298       37.343      2.44661     -8.23398       -24.38      32.9579      3.68014      -3.8696     -39.5555       1.2417
  324      26.1173      37.1761       2.4677      -8.1998      -24.357      32.8225      3.66875     -3.85809     -39.6106      1.23911
  325      26.0048      37.0094      2.48873     -8.16551     -24.3332      32.6871      3.65729      -3.8465     -39.6647      1.23648
  326      25.8923       36.843      2.50967     -8.13112     -24.3086      32.5517      3.64576     -3.83483     -39.7179      1.23383
  327      25.7798      36.6767      2.53053     -8.09663     -24.2832      32.4163      3.63417     -3.82307       -39.77      1.23114
  328      25.6674      36.5106      2.55132     -8.06204      -24.257      32.2808      3.62251     -3.81124     -39.8212      1.22843
  329       25.555      36.3448      2.57202     -8.02736       -24.23      32.1454      3.61078     -3.79933     -39.8713      1.22569
  330      25.4426      36.1792      2.59264     -7.99258     -24.2023      32.0099      3.59899     -3.78734     -39.9203      1.22291
  331      25.3303      36.0137      2.61318     -7.95771     -24.1737      31.8744      3.58713     -3.77528     -39.9684      1.22011
  332      25.2179      35.8485      2.63364     -7.92275     -24.1443      31.7389      3.57521     -3.76314     -40.0154      1.21728
  333      25.1057      35.6835      2.65402      -7.8877     -24.1142      31.6034      3.56323     -3.75093     -40.0613      1.21442
  334      24.9934      35.5188       2.6743     -7.85257     -24.0832      31.4679      3.55119     -3.73864     -40.1061      1.21153
  335      24.8812      35.3542      2.69451     -7.81735     -24.0515      31.3324      3.53908     -3.72628     -40.1499      1.20862
  336       24.769      35.1898      2.71463     -7.78204     -24.0189      31.1969      3.52692     -3.71385     -40.1926      1.20567
  337      24.6569      35.0257      2.73466     -7.74666     -23.9855      31.0615       3.5147     -3.70135     -40.2341       1.2027
  338      24.5448      34.8618       2.7546     -7.71119     -23.9513       30.926      3.50242     -3.68877     -40.2746      1.19971
  339      24.4328      34.6981      2.77445     -7.67565     -23.9164      30.7906      3.49008     -3.67613     -40.3139      1.19668
  340      24.3208      34.5346      2.79422     -7.64004     -23.8806      30.6551      3.47769     -3.66342     -40.3521      1.19363
  341      24.2089      34.3713      2.81389     -7.60435      -23.844      30.5197      3.46524     -3.65064     -40.3892      1.19055
  342       24.097      34.2083      2.83347     -7.56859     -23.8066      30.3843      3.45273      -3.6378     -40.4251      1.18744
  343      23.9852      34.0455      2.85296     -7.53276     -23.7684       30.249      3.44018     -3.62489     -40.4598      1.18431
  344      23.8735      33.8829      2.87236     -7.49686     -23.7294      30.1137      3.42756     -3.61191     -40.4934      1.18115
  345      23.7618      33.7205      2.89166      -7.4609     -23.6895      29.9784       3.4149     -3.59887     -40.5257      1.17797
  346      23.6502      33.5583      2.91087     -7.42487     -23.6489      29.8431      3.40219     -3.58577     -40.5569      1.17476
  347      23.5386      33.3964      2.92998     -7.38879     -23.6075      29.7079      3.38942      -3.5726     -40.5869      1.17152
  348      23.4271      33.2347      2.94899     -7.35264     -23.5652      29.5727      3.37661     -3.55938     -40.6156      1.16826
  349      23.3157      33.0732       2.9679     -7.31644     -23.5222      29.4376      3.36374     -3.54609     -40.6431      1.16498
  350      23.2043       32.912      2.98671     -7.28018     -23.4783      29.3026      3.35083     -3.53275     -40.6694      1.16166
